SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2,16h Raw Mean,Plate_IQM,16h Normalized,antibiotic_hits
O=CC1=CC=CN1,11-1,E04,1.228,1.248,1.238,1.2469625,0.9928125344587347,0
O=CC[C@H](O)[C@H](O)CO,11-1,E05,1.239,1.26,1.2495,1.2469625,1.0020349449161463,0
O=CC1=CC=CC=C1OC,11-1,E06,1.212,1.233,1.2225000000000001,1.2469625,0.980382329059615,0
O=CC1=CC=CC(C)=C1,11-1,E07,1.209,1.229,1.219,1.2469625,0.9775755084856201,0
O[C@@H](C)C1=CC=CC=C1,11-1,E08,1.223,1.233,1.2280000000000002,1.2469625,0.984793047104464,0
C[C@H](C1=CC=C(CC(C)C)C=C1)C(O)=O,11-1,E09,1.255,1.292,1.2734999999999999,1.2469625,1.0212817145663962,0
O=C[C@H]([C@@H]([C@H](CO)O)O)O,11-1,E10,1.253,1.244,1.2485,1.2469625,1.0012329961807191,0
O=C(NC1=CC(C)=NC2=C(F)C=C(F)C=C12)NC1=CC=C(N(C)C)C=C1,11-1,E11,1.304,1.298,1.3010000000000002,1.2469625,1.0433353047906415,0
C[C@H](O)CO,11-1,F02,1.249,1.228,1.2385000000000002,1.2469625,0.9932135088264484,0
O=C(CC1=CC=CC(OC(F)(F)F)=C1)NC1=NN=C(CCCCC2=NN=C(N)S2)C=C1,11-1,F03,1.283,1.275,1.279,1.2469625,1.0256924326112453,0
O=C1N(C2=CC=C(C)C(NC(C=C)=O)=C2)C2=C(C=C1)C=NC1=CC=C(C3=CC=C(NS(=O)(C)=O)C=C3)C=C21,11-1,F04,1.251,1.257,1.254,1.2469625,1.005643714225568,0
O=C1C2=C(OC(C3=CC=CN=C3)=N2)C(=O)C2=CC=CC=C12,11-1,F05,0.047,0.045,0.046,1.2469625,0.03688964182964604,1
O=C1[C@]2([H])CC3=C([C@H](C4=CC=C5OCOC5=C4)N2C(=O)CN1C)NC1=C3C=CC=C1,11-1,F06,1.265,1.302,1.2835,1.2469625,1.0293012019206673,0
O=C1N(C2C(NC(CC2)=O)=O)CC3=C(N)C=CC=C31.[0.5 H2O],11-1,F07,1.227,1.261,1.244,1.2469625,0.9976242268712973,0
C=CCN1CCC2=C(CC1)SC(N)=N2,11-1,F08,1.227,1.256,1.2415,1.2469625,0.9956193550327296,0
O=C(O[C@@]1([H])C[N@]2CC[C@@H]1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,11-1,F09,1.252,1.245,1.2485,1.2469625,1.0012329961807191,0
O[C@H]1[C@]([H])(O[C@H]2[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@]3([H])[C@@](C)([C@@H](CC)OC(=O)[C@H](C)C(=O)[C@@H]2C)OC(=O)N3CCCCN2C=C(C3=CC=CN=C3)N=C2)O[C@H](C)C[C@@H]1N(C)C,11-1,F10,0.074,0.071,0.0725,1.2469625,0.05814128331846386,1
OC1=CC=C2C(=C1)CC[C@H](C1=CC=CC=C1)[C@@H]2C1=CC=C(OCCN2CCCC2)C=C1,11-1,F11,0.153,0.323,0.238,1.2469625,0.1908637990316469,1
O=C(OCC(CC)CCCC)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,11-1,G02,1.292,1.255,1.2734999999999999,1.2469625,1.0212817145663962,0
O=C(C1=C(COC(C)=O)CS[C@@]2([H])N1C(=O)[C@H]2NC(/C(C1=CSC(N)=N1)=N\OC)=O)O[Na],11-1,G03,0.045,0.046,0.0455,1.2469625,0.036488667461932495,1
O=C(O)CCC/C=C1\C[C@@]2([H])C[C@@H](O)[C@H](/C=C/[C@@H](O)C(C)CC#CC)[C@@]2([H])C1,11-1,G04,1.257,1.246,1.2515,1.2469625,1.0036388423870004,0
[Na2[Fe(CN)5NO].2H2O],11-1,G05,1.263,1.275,1.269,1.2469625,1.0176729452569744,0
O=C1[C@@H](O[C@]2([H])O[C@H](C)[C@@H](O)[C@H](O[C@]3([H])O[C@H](C)[C@H](O)[C@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@](O)(C)C4)C3)C2)[C@@]([C@H](OC)C([C@@H](O)[C@H](O)C)=O)([H])CC2=CC3=CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O[C@]5([H])O[C@H](C)[C@@H](O)[C@H](O)C5)C4)=C(C)C(O)=C3C(O)=C12,11-1,G06,0.049,0.052,0.0505,1.2469625,0.040498411139067936,1
O=C[C@H](NC(C)=O)[C@H]([C@@H]([C@@H](CO)O)O)O,11-1,G07,1.271,1.283,1.277,1.2469625,1.024088535140391,0
O=C(C1=C(COC(C)=O)CSC2N1C(=O)C2NC(CSC1=CC=NC=C1)=O)O[Na],11-1,G08,0.047,0.048,0.0475,1.2469625,0.03809256493278667,1
O=C(C1=CN(CC)C2=C(C=CC(C3=CC=NC=C3)=C2)C1=O)O,11-1,G09,0.045,0.05,0.0475,1.2469625,0.03809256493278667,1
COCCOC1=CN=C([N-]S(=O)(=O)C2=CC=CC=C2)N=C1,11-1,G10,1.274,1.249,1.2615,1.2469625,1.0116583297412713,0
O=C(OCC)[C@H](CC1=CC=C(NC2=NC=CC3=C2C=NC=C3)C=C1)NC1=C(Br)C(=O)C12CCCCC2,11-1,G11,1.367,1.348,1.3575,1.2469625,1.0886454083422716,0
O=C([C@H]1C(C)(C)S[C@]2([H])[C@H](/N=C/N3CCCCCC3)C(=O)N12)O,11-1,H02,1.079,1.074,1.0765,1.2469625,0.8632978136872601,0
O=C(N[C@@H]1C(=O)N[C@H](CC)C(=O)N2[C@@]([H])(CCC2)C(=O)N(C)[C@@H](CC2=CC=C(N(C)C)C=C2)C(=O)N2[C@@]([H])(CC(=O)CC2)C(=O)N[C@@H](C2=CC=CC=C2)C(=O)O[C@@H]1C)C1=NC=CC=C1O,11-1,H03,0.048,0.047,0.0475,1.2469625,0.03809256493278667,1
O=C1C(Br)=C(N[C@H](C(O)=O)CC2=CC=C(NC3=NC=CC4=CC=NC=C34)C=C2)C12CCCCC2,11-1,H04,1.275,1.268,1.2715,1.2469625,1.0196778170955423,0
O=C(O)C1=NC=C(O)N=C1,11-1,H05,1.279,1.257,1.2679999999999998,1.2469625,1.0168709965215472,0
CCCCCCCC(/C=C/C1=CC=C(O)C(OC)=C1)=O,11-1,H06,0.241,0.342,0.2915,1.2469625,0.2337680563769961,1
NC1=C2C(=NC=N1)NN=C2C1=CC=C(OC2=CC=CC=C2)C=C1,11-1,H07,1.276,1.27,1.2730000000000001,1.2469625,1.020880740198683,0
O=C(C1=C(SC2CN(C3=NCCS3)C2)[C@H](C)[C@@]2([H])N1C(=O)[C@]2([H])[C@H](O)C)O,11-1,H08,0.045,0.045,0.045,1.2469625,0.03608769309421895,1
O=C1CCC2=C(C)N=C(C)N=C2N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,11-1,H09,1.3,1.275,1.2875,1.2469625,1.0325089968623757,0
O=C([C@H]1/C(=C/CO)O[C@]2([H])CC(=O)N12)O[Li],11-1,H10,0.046,0.046,0.046,1.2469625,0.03688964182964604,1
O=C(O)C1=CC=C(N2C(=S)N(C3=CC=C(C#N)C(C(F)(F)F)=C3)C(=O)C2(C)C)C=C1F,11-1,H11,1.304,1.292,1.298,1.2469625,1.04092945858436,0
OC(CNC(C)C)COC1=CC=C(COCCOC(C)C)C=C1.OC(/C=C/C(O)=O)=O.[1/2],11-2,A02,1.216,1.211,1.2135,1.1864125,1.0228314351037264,0
O=C(NCC1=C(C)C=C(C)NC1=O)C1=CC(C2=CC=C(N3CCN(CC4CC4)CC3)N=C2C)=CC(N(C(C2CC2)=O)CC)=C1C,11-2,A03,1.229,1.232,1.2305000000000001,1.1864125,1.0371603468439519,0
O=C(C1=C(C(C)C)N(CC[C@H](O)C[C@H](O)CC(O)=O)C(C2=CC=C(F)C=C2)=C1C1=CC=CC=C1)NC1=CC=CC=C1,11-2,A04,1.208,1.203,1.2055,1.1864125,1.0160884178142087,0
O=C(C(F)(F)CCCC)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,11-2,A05,1.228,1.22,1.224,1.1864125,1.0316816452962185,0
OC1=C(O)C=CC(C[C@@](C)(C(O)=O)N)=C1.[1.5H2O],11-2,A06,1.245,1.23,1.2375,1.1864125,1.04306048697228,0
N12[O-][Zn+2]3(S=C1C=CC=C2)[O-]N1C=CC=CC1=S3,11-2,A07,0.047,0.048,0.0475,1.1864125,0.04003666515651175,1
CN1[C@@H]2CC[C@H]1CC(OC(C1=CC=CC=C1)C1=CC=CC=C1)C2,11-2,A08,1.247,1.235,1.241,1.1864125,1.046010557036444,0
CC(C([O-])=O)C1=CC(OC2=CC=CC=C2)=CC=C1.O.[0.5Ca2+],11-2,A09,1.256,1.242,1.249,1.1864125,1.0527535743259617,0
C[C@]1(/C2=C/C(N3)=C4C)C(C(/C=C(C(C)=C/5C=C)\NC5=C/C6=N/C(C(CCC(OC)=O)=C6C)=C\C3=C4CCC(O)=O)=N2)=CC=C(C(OC)=O)[C@H]1C(OC)=O.C[C@]7(/C8=C/C(N9)=C%10C)C(C(/C=C(C(C)=C/%11C=C)\NC%11=C/C%12=N/C(C(CCC(O)=O)=C%12C)=C\C9=C%10CCC(OC)=O)=N8)=CC=C(C(OC)=O)[C@H]7C(OC)=O,11-2,A10,0.11,0.116,0.113,1.1864125,0.09524511921443848,1
O=C(C1=C(CSC2=NN=NN2C)CS[C@@]2([H])N1C(=O)[C@H]2NC([C@H](NC(N1C(=O)C(=O)N(CC)CC1)=O)C1=CC=C(O)C=C1)=O)O[Na],11-2,A11,0.045,0.046,0.0455,1.1864125,0.03835091083413231,1
O=C(N)C(CC)N1C(=O)CCC1,11-2,B02,1.216,1.213,1.2145000000000001,1.1864125,1.0236743122649163,0
O=C([C@H]1C(C)(C)S[C@]2([H])[C@H](NC([C@H](NC(N3CCNC3=O)=O)C3=CC=CC=C3)=O)C(=O)N12)O[Na],11-2,B03,0.046,0.048,0.047,1.1864125,0.03961522657591689,1
O=C1C(CC(C)C)CN2CCC3=CC(OC)=C(OC)C=C3C2C1,11-2,B04,1.227,1.208,1.2175,1.1864125,1.0262029437484854,0
O=C(C1=CC=C(OCCCCC2=CC=CC=C2)C=C1)NC3=C4C(C(C=C(C5=NN=NN5)O4)=O)=CC=C3.[1/2].O,11-2,B05,1.265,1.258,1.2614999999999998,1.1864125,1.063289538840833,0
CNC1=O[Gd+3]234567O=C(NC)CN2(CCN3(CCN4(CC(=O)[O-]5)C1)CC(=O)[O-]6)CC(=O)[O-]7,11-2,B06,1.203,1.188,1.1955,1.1864125,1.0076596462023115,0
OCCOCCN(CC1)CCN1C2=NC(C=CC=C3)=C3SC4=C2C=CC=C4.O=C(O)/C=C/C(O)=O.[0.5],11-2,B07,1.23,1.211,1.2205,1.1864125,1.0287315752320545,0
CC(C)(C)O/N=C/C1=C2C(=NC3=CC=CC=C13)C1=CC3=C(COC(=O)[C@]3(O)CC)C(=O)N1C2,11-2,B08,1.227,1.217,1.222,1.1864125,1.0299958909738391,0
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12,11-2,B09,0.045,0.045,0.045,1.1864125,0.03792947225353745,1
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]1C2=C(C=CC=C2)C[C@H]1O,11-2,B10,1.28,1.276,1.278,1.1864125,1.0771970120004635,0
O=C(C(C1=O)=CN2[C@@H](C)COC3=C(N4CCN(C)CC4)C(F)=CC1=C23)O.[0.5H2O],11-2,B11,0.046,0.046,0.046,1.1864125,0.03877234941472717,1
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1,11-2,C02,0.047,0.047,0.047,1.1864125,0.03961522657591689,1
N#[C-][Co+3]1234N5=CN(C6OC(CO)C(OP([O-])(=O)OC(C)CNC(=O)CCC7(C)C(CC(N)=O)C8C9(C)N1=C(C(CCC(N)=O)C9(CC(N)=O)C)C(C)=C1N2=C(C=C2C(C)(C)C(CCC(N)=O)C(=N32)C(C)=C7[N-]48)C(CCC(N)=O)C1(CC(N)=O)C)C6O)C1=C5C=C(C)C(C)=C1,11-2,C03,1.234,1.23,1.232,1.1864125,1.0384246625857363,0
O=C1N2CCC[C@@]2([H])C(=O)N[C@H](C(N)=O)CSSCCC(=O)N[C@@H](CCCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@]1([H])CC1=CNC2=CC=CC=C12,11-2,C04,1.227,1.217,1.222,1.1864125,1.0299958909738391,0
O=C([C@@H]1N2C(=O)[C@@H](NC([C@@H](C3=CC=C(O)C=C3)N)=O)[C@@]2([H])SC1(C)C)O[Na],11-2,C05,0.046,0.047,0.0465,1.1864125,0.03919378799532203,1
NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,11-2,C06,1.243,1.225,1.234,1.1864125,1.0401104169081157,0
[H][C@]12SC(C)(C)[C@H](C(=O)O[Na])N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1,11-2,C07,0.046,0.046,0.046,1.1864125,0.03877234941472717,1
O=S(C1=NC2=CC=C(OC)C=C2N1[Na])CC1=NC=C(C)C(OC)=C1C,11-2,C08,1.256,1.236,1.246,1.1864125,1.0502249428423924,0
[H][C@@]12C(=O)CCC13CC[C@@H](C)C2(C)[C@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)C[C@@](C)(C=C)[C@@H](O)[C@@H]3C,11-2,C09,0.045,0.046,0.0455,1.1864125,0.03835091083413231,1
O[C@H](CNCCOC1=CC=CC=C1OC)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,11-2,C10,1.208,1.212,1.21,1.1864125,1.0198813650395624,0
O[C@@H](CNCCOC1=CC=CC=C1OC)COC1=CC=CC2=C1C1=C(N2)C=CC=C1,11-2,C11,1.254,1.243,1.2485,1.1864125,1.0523321357453668,0
O=P(C(Cl)(Cl)P(O)(O[Na])=O)(O)O[Na],11-2,D02,1.217,1.212,1.2145000000000001,1.1864125,1.0236743122649163,0
C#C[C@]1(OC(CCCCCC)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C,11-2,D03,1.164,1.146,1.1549999999999998,1.1864125,0.9735231211741276,0
CC1[C@]2([H])[C@@](O)(C)[C@@H](CC)OC(=O)[C@H](C)[C@@]([H])(O[C@]3([H])O[C@@H](C)[C@H](O)[C@](C)(OC)C3)[C@H](C)[C@@H](O[C@]3([H])O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@](O)(C)C[C@@]([H])(C)[C@]1([H])N[C@@H](COCCOC)O2,11-2,D04,0.048,0.047,0.0475,1.1864125,0.04003666515651175,1
C/C=C(/C)C(O[C@H]1C(C)=C[C@@]23[C@]1(O)[C@H](O)C(CO)=C[C@]([H])(C2=O)[C@@]1([H])[C@]([H])(C1(C)C)C[C@H]3C)=O,11-2,D05,1.218,1.195,1.2065000000000001,1.1864125,1.0169312949753986,0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/C1=C(C2=CC=C(F)C=C2)C3=CC=CC=C3N=C1C4CC4.[0.5Ca2+],11-2,D06,1.228,1.224,1.226,1.1864125,1.033367399618598,0
CC(C)[N+]1(C)[C@H]2CC[C@H]1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,11-2,D07,1.201,1.186,1.1935,1.1864125,1.0059738918799321,0
O=S(C1=CC=C(N)C=C1)(N([Na])C1=NC(OC)=NC(OC)=C1)=O,11-2,D08,0.896,0.896,0.896,1.1864125,0.7552179364259901,0
O=C1C(CC2=CC=C(C(C)C(O[Na])=O)C=C2)CCC1,11-2,D09,1.249,1.237,1.243,1.1864125,1.0476963113588234,0
OC(COC1=C2C(=O)C=C(C(O[Na])=O)OC2=CC=C1)COC1=C2C(=O)C=C(C(O[Na])=O)OC2=CC=C1,11-2,D10,1.267,1.242,1.2545,1.1864125,1.057389398712505,0
O[C@@H](C[C@@H](O)CC(O[Na])=O)CC[C@H]1[C@@H](C)C=CC2=C[C@@H](O)C[C@H](OC([C@@H](C)CC)=O)[C@]12[H],11-2,D11,1.273,1.263,1.2679999999999998,1.1864125,1.068768240388566,0
O=C(O[Na])C1=C(O)C=CC(/N=N/C2=CC(C(O[Na])=O)=C(O)C=C2)=C1,11-2,E02,1.237,1.227,1.2320000000000002,1.1864125,1.0384246625857365,0
O=C(C1=CC(S(=O)(N)=O)=C(Cl)C=C1NCC1=CC=CO1)O[Na],11-2,E03,1.237,1.232,1.2345000000000002,1.1864125,1.0405318554887109,0
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=O,11-2,E04,0.599,0.763,0.681,1.1864125,0.5739993467702,1
O=C(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COC2=CC=CC(C(F)(F)F)=C2)[C@H](O)C[C@@H]1O,11-2,E05,1.125,1.145,1.135,1.1864125,0.9566655779503334,0
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,11-2,E06,1.207,1.213,1.21,1.1864125,1.0198813650395624,0
[H][C@]12SCC(CN3C=CC(=N)N3CCO)=C(C(=O)O)N1C(=O)[C@H]2NC(=O)/C(=N\OC)C1=CSC(N)=N1,11-2,E07,0.045,0.045,0.045,1.1864125,0.03792947225353745,1
O=S(C1CC2=C/C(=N/NC(N)=O)C(=O)C=C2N1C)(O[Na])=O,11-2,E08,1.226,1.218,1.222,1.1864125,1.0299958909738391,0
ClCC/C(C1=CC=CC=C1)=C(/C1=CC=C(OCCO)C=C1)C1=CC=CC=C1,11-2,E09,0.714,0.72,0.717,1.1864125,0.60434292457303,0
CC(N1CCN(C2=CC=C(OC[C@H]3O[C@](CN4C=CN=C4)(C4=CC=C(Cl)C=C4Cl)OC3)C=C2)CC1)=O,11-2,E10,0.146,0.139,0.14250000000000002,1.1864125,0.12010999546953527,1
OC[C@@]([C@](CC1)(C[C@@H](O[C@@](O[C@@H](C)[C@H](O)[C@H]2O)([H])[C@@H]2O)C3)O)([C@@H]3O)[C@]([C@@H](C[C@@]45C)O)([H])[C@]1([H])[C@]4(CC[C@@H]5C(CO6)=CC6=O)O.[8 H2O],11-2,E11,1.266,1.254,1.26,1.1864125,1.0620252230990486,0
O=C1[C@@H](CC(C)C)CN2CCC3=CC(OC)=C(OC)C=C3[C@]2([H])C1.[relative stereochemistry],11-2,F02,1.218,1.207,1.2125,1.1864125,1.0219885579425367,0
O=C([C@H]1N(C([C@@H](N[C@H](C(OCC)=O)CCC2=CC=CC=C2)C)=O)[C@@]2([H])CCCC[C@]2([H])C1)O,11-2,F03,1.241,1.224,1.2325,1.1864125,1.038846101166331,0
O=C([C@@H]1N2C(=O)[C@@H](NC([C@@H](C3=CC=CC=C3)N)=O)[C@@]2([H])SC1(C)C)O[Na],11-2,F04,0.046,0.046,0.046,1.1864125,0.03877234941472717,1
OC([C@@H]1N(C2=O)[C@]([C@@H]2NC([C@@H](C3=CC=C(O)C=C3)N)=O)([H])SC1(C)C)=O.[3H2O],11-2,F05,0.046,0.045,0.0455,1.1864125,0.03835091083413231,1
OC[C@@H]1[C@](O[C@@H]2[C@H](O)[C@@H](O)[C@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)([H])[C@H](O)[C@@H](O)[C@@H](O[C@@]([H])([C@@H]([C@H](C=O)O)O)[C@@H](CO)O)O1,11-2,F06,1.219,1.211,1.215,1.1864125,1.024095750845511,0
[H][C@]12CC[C@]([H])(C[C@@H](OC(=O)C(O)(C3=CC=CC=C3)C3=CC=CC=C3)C1)[N+]21CCCC1,11-2,F07,1.232,1.21,1.221,1.1864125,1.0291530138126495,0
O[Si](O)=O.[0.75 Mg],11-2,F08,1.236,1.22,1.228,1.1864125,1.0350531539409775,0
CC1=C2CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)OC2=C(C)C(C)=C1OC(=O)CCC(=O)OCCO,11-2,F09,1.347,1.33,1.3385,1.1864125,1.1281910802524417,0
CC([C@@]1(OC(CCCCC)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O,11-2,F10,1.343,1.304,1.3235000000000001,1.1864125,1.115547922834596,0
O=C(C1=CNC2=C1C=CC=C2)O[C@@H]1C[C@]2([H])CC3C[C@@]([H])([N@@]2CC3=O)C1,11-2,F11,1.274,1.267,1.2705,1.1864125,1.0708754332915407,0
O=S(C1=CC=C(N)C=C1)(N([Na])C1=NC=CC=N1)=O,11-2,G02,1.165,0.915,1.04,1.1864125,0.8765922476373099,0
NC(C[C@H]1[C@@]2([H])[C@]3(C)N4=C([C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)C(C)=C3[C@](CC(N)=O)(C)[C@H](CCC(N)=O)C5=N3[Co+3]436([CH3-])N4=C([C@@H](CCC(N)=O)C(C)(C)C4=C5)C(C)=C([C@]1(C)CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@H](N4C5=CC(C)=C(C)C=C5N3=C4)[C@@]1(O)[H])[N-]26)=O,11-2,G03,1.257,1.254,1.2555,1.1864125,1.0582322758736948,0
O=C(N1CCN(C2=NC(N)=C3C=C(OC)C(OC)=CC3=N2)CC1)[C@H]1OCCC1,11-2,G04,1.223,1.159,1.191,1.1864125,1.0038666989769578,0
O=C(O[Na])C1=CC=CC=C1O,11-2,G05,1.222,1.206,1.214,1.1864125,1.0232528736843214,0
NCCC[C@](N)(C(=O)O)C(F)F,11-2,G06,1.232,1.199,1.2155,1.1864125,1.024517189426106,0
O=C([C@]1(C)CCC[C@]2(C)C3=C(CC[C@@]12[H])C=C(C(C)C)C(S(=O)(O)=O)=C3)O[Na],11-2,G07,1.245,1.221,1.233,1.1864125,1.0392675397469262,0
O=[S](O)(O)=O.O=C(C(C1=CC=CC=C1)CO)O[C@H]2C[C@@H](CC3)N(C)[C@@H]3C2.[1/2].O.[1/2],11-2,G08,1.231,1.206,1.2185000000000001,1.1864125,1.0270458209096751,0
O=C(N1C[C@@](CCCC2)([H])[C@@]2([H])C1)C[C@@H](C([O-])=O)CC3=CC=CC=C3.[0.5Ca2+].O,11-2,G09,1.247,1.217,1.2320000000000002,1.1864125,1.0384246625857365,0
CC1=C2OC(=O)C(NC(C3=CC(CC=C(C)C)=C(O[Na])C=C3)=O)=C(O)C2=CC=C1O[C@@H]1OC(C)(C)[C@H](OC)[C@@H](OC(N)=O)[C@H]1O,11-2,G10,0.047,0.047,0.047,1.1864125,0.03961522657591689,1
O=C(C1=C(C)N(C)C2=C1C=C(O)C=C2)OCC,11-2,G11,1.261,1.258,1.2595,1.1864125,1.0616037845184536,0
O=C1[C@@H](NC(/C(C2=CSC(N)=N2)=N\OC(C)(C(O)=O)C)=O)[C@@]3([H])SCC(C[N+]4=CC=CC=C4)=C(C([O-])=O)N13.[5H2O],11-2,H02,0.138,0.182,0.16,1.1864125,0.13486034579035536,1
O=C(OC(C)C)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCC2=CC=CC=C2)[C@H](O)C[C@@H]1O,11-2,H03,1.155,1.137,1.146,1.1864125,0.9659372267234202,0
COC1=C(OC)C=C2CCN3C[C@@H](CC(C)C)C(=O)C[C@]3([H])C2=C1,11-2,H04,1.228,1.219,1.2235,1.1864125,1.0312602067156238,0
O=C1[C@@H](C)[C@]2(O)[C@@]34C(=O)O[C@H]5C3(C3([C@@H](O)C(=O)OC3O4)[C@H](C(C)(C)C)C5)C[C@]2([H])O1,11-2,H05,1.232,1.208,1.22,1.1864125,1.0283101366514598,0
C[N+]1(CC(CS[C@]2([H])[C@@H]3NC(/C(C4=CSC(N)=N4)=N\OC)=O)=C(C(O)=O)N2C3=O)CCCC1.[Cl-].Cl.O,11-2,H06,0.046,0.046,0.046,1.1864125,0.03877234941472717,1
O=C(C1=CC=CC=C1)C1=CC=C2N1CC[C@@H]2C(O)=O,11-2,H07,1.225,1.202,1.2135,1.1864125,1.0228314351037264,0
O=S(OC1=CC=C(C(C2=CC=CC=N2)C2=CC=C(OS(=O)(O[Na])=O)C=C2)C=C1)(O[Na])=O,11-2,H08,1.234,1.205,1.2195,1.1864125,1.0278886980708648,0
OCC(C)(C)[C@@H](O)C(NCCC(O[Na])=O)=O,11-2,H09,1.216,1.19,1.2029999999999998,1.1864125,1.0139812249112343,0
O=C1N=C(O[Na])NC1(C1=CC=CC=C1)C1=CC=CC=C1,11-2,H10,1.232,1.225,1.2285,1.1864125,1.0354745925215723,0
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,11-2,H11,0.045,0.045,0.045,1.1864125,0.03792947225353745,1
S=C(S[Na])N(CC)CC,11-4,A02,1.175,1.186,1.1804999999999999,1.22635,0.9626126309781057,0
O=C([C@@H]1C(C)(C)C1C=C(Cl)Cl)O[C@@H](C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,11-4,A03,1.235,1.272,1.2535,1.22635,1.0221388673706528,0
O=S(C1(C)CC(=O)C2=C(C=CC=C2)C1=O)(O[Na])=O,11-4,A04,0.045,0.047,0.046,1.22635,0.03750968320626248,1
O=C(NC(NC1=CC=C(OC2=CC=C(C(F)(F)F)C=C2Cl)C=C1F)=O)C1=C(F)C=CC=C1F,11-4,A05,1.236,1.294,1.2650000000000001,1.22635,1.0315162881722184,0
O[C@H](CO)[C@H]([C@H](O)[C@H](CO)O)O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,11-4,A06,1.203,1.211,1.207,1.22635,0.9842214702164961,0
O=C(OCCO)C1=CC=CC=C1O,11-4,A07,1.198,1.224,1.2109999999999999,1.22635,0.9874831817996492,0
O=C(C1=CC2=C(C3(C4=C(OC5=C3C=CC(OC(C)=O)=C5)C=C(OC(C)=O)C=C4)OC2=O)C=C1)O,11-4,A08,1.226,1.233,1.2295,1.22635,1.0025685978717331,0
O=P([O-])([O-])OCC(O)CO,11-4,A09,1.209,1.234,1.2215,1.22635,0.9960451747054266,0
NC(C=C1)=CC2=C1C3(OC2=O)C(C=CC(O)=C4)=C4OC5=C3C=CC(O)=C5.O=C(C6=C7C=C(N)C=C6)OC87C(C=CC(O)=C9)=C9OC%10=C8C=CC(O)=C%10,11-4,A10,1.251,1.258,1.2545,1.22635,1.022954295266441,0
O=C1NC2=C(C=CC=C2)C1(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,11-4,A11,1.236,1.285,1.2605,1.22635,1.027846862641171,0
O=C[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,11-4,B02,1.209,1.219,1.214,1.22635,0.9899294654870142,0
O=C(O)C1=C(I)C(N(C(C)=O)C)=C(I)C(NC(C)=O)=C1I,11-4,B03,1.208,1.223,1.2155,1.22635,0.9911526073306968,0
C#C[C@]1(OC(C)=O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4([H])[C@@]3([H])CC[C@]12C,11-4,B04,1.179,1.202,1.1905000000000001,1.22635,0.9707669099359889,0
CC1=NC2=CC=CC=C2N/C1=N/NC1=CC=CC=C1,11-4,B05,1.191,1.216,1.2035,1.22635,0.981367472581237,0
CC1=NC2=CC=CC=C2N=C1/N=N/C1=CC=CC=C1,11-4,B06,1.192,1.195,1.1935,1.22635,0.9732131936233538,0
